instance,gain_percent,prob,acopp_profit
dsj1000_01_unc_01_02,0.498269,0.0017589114094196,163934.0
dsj1000_01_unc_01_01,0.498269,0.0017589114094196,163934.0
dsj1000_01_unc_01_03,0.498269,0.0017589114094196,163934.0
dsj1000_10_usw_01_02,0.509372,0.0017536372987087,823321.0
dsj1000_10_unc_05_02,0.514946,0.0017509895554769,3130000.0
dsj1000_03_bsc_01_03,0.539711,0.0017392257662528,395958.0
dsj1000_10_usw_05_02,0.544463,0.00173696848677,3030000.0
pr107_05_bsc_01_02,0.623921,0.0016992246077404,69928.7
dsj1000_10_bsc_01_01,0.63532,0.0016938098920786,1280000.0
pr107_10_bsc_01_02,0.637564,0.001692743954545,137717.0
dsj1000_10_unc_01_03,0.648113,0.0016877330031005,1660000.0
dsj1000_01_unc_05_02,0.677145,0.0016739423175057,275200.0
dsj1000_10_usw_10_02,0.698603,0.0016637494085952,4180000.0
pr107_05_bsc_10_03,0.701784,0.0016622383803891,506357.0
dsj1000_01_unc_05_01,0.744177,0.0016421009963158,228310.0
dsj1000_01_unc_10_01,0.776303,0.0016268406089702,300166.0
dsj1000_10_unc_10_02,0.815154,0.0016083857341411,3960000.0
dsj1000_05_unc_01_02,0.86527,0.0015845797958914,697605.0
dsj1000_03_unc_01_02,0.870281,0.0015821994870764,413165.0
dsj1000_10_bsc_01_02,0.947756,0.0015453975662149,1340000.0
dsj1000_10_usw_05_01,0.998253,0.0015214106465925,2670000.0
dsj1000_01_unc_05_03,1.02755,0.0015074940815654,321544.0
pr107_01_unc_01_02,1.03101,0.0015058505236927,12075.5
